Index,File Name,Label,"种类: Percussive (tapping), Friction (scratching), Vocal (whisper), Ambient (water, paper)"
271,4ufS8Ft4Q-A_70_80.wav,,
272,4ufS8Ft4Q-A_90_100.wav,,
273,4ufS8Ft4Q-A_950_960.wav,,
274,4ufS8Ft4Q-A_970_980.wav,,
275,4uqkfik4EIs_1220_1230.wav,,
276,4uqkfik4EIs_1250_1260.wav,,
277,4uqkfik4EIs_20_30.wav,,
278,4uqkfik4EIs_550_560.wav,,
279,4uqkfik4EIs_600_610.wav,,
280,4uqkfik4EIs_730_740.wav,,
281,5BU_HvcwqGQ_1500_1510.wav,,
282,5BU_HvcwqGQ_1580_1590.wav,,
283,5BU_HvcwqGQ_1850_1860.wav,,
284,5BU_HvcwqGQ_300_310.wav,,
285,5BU_HvcwqGQ_390_400.wav,,
286,5BU_HvcwqGQ_420_430.wav,,
287,5BU_HvcwqGQ_50_60.wav,,
288,5BU_HvcwqGQ_660_670.wav,,
289,5G7699tXHqM_110_120.wav,,
290,5G7699tXHqM_1580_1590.wav,,
291,5G7699tXHqM_160_170.wav,,
292,5G7699tXHqM_1740_1750.wav,,
293,5G7699tXHqM_1760_1770.wav,,
294,5G7699tXHqM_190_200.wav,,
295,5G7699tXHqM_2210_2220.wav,,
296,5G7699tXHqM_2220_2230.wav,,
297,5G7699tXHqM_2320_2330.wav,,
298,5G7699tXHqM_330_340.wav,,
299,5G7699tXHqM_650_660.wav,,
300,5G7699tXHqM_670_680.wav,,
301,5G7699tXHqM_990_1000.wav,,
302,5HJn2130j_Y_1070_1080.wav,,
303,5HJn2130j_Y_1330_1340.wav,,
304,5HJn2130j_Y_330_340.wav,,
305,5HJn2130j_Y_380_390.wav,,
306,5HJn2130j_Y_460_470.wav,,
307,5HJn2130j_Y_820_830.wav,,
308,5nkvsj3OIYE_1330_1340.wav,,
309,5nkvsj3OIYE_160_170.wav,,
310,5nkvsj3OIYE_180_190.wav,,
311,5nkvsj3OIYE_1840_1850.wav,,
312,5nkvsj3OIYE_1890_1900.wav,,
313,5nkvsj3OIYE_2010_2020.wav,,
314,5nkvsj3OIYE_50_60.wav,,
315,5nkvsj3OIYE_660_670.wav,,
316,5o_GdjTwMg_230_240.wav,,
317,5o_GdjTwMg_530_540.wav,,
318,5Qzw04X-H0_1380_1390.wav,,
319,5Qzw04X-H0_1490_1500.wav,,
320,5Qzw04X-H0_2230_2240.wav,,
321,5Qzw04X-H0_2300_2310.wav,,
322,5Qzw04X-H0_2460_2470.wav,,
323,5Qzw04X-H0_250_260.wav,,
324,5Qzw04X-H0_2530_2540.wav,,
325,5Qzw04X-H0_3810_3820.wav,,
326,620fSaNGaa0_130_140.wav,,
327,620fSaNGaa0_140_150.wav,,
328,620fSaNGaa0_180_190.wav,,
329,620fSaNGaa0_200_210.wav,,
330,620fSaNGaa0_250_260.wav,,
331,620fSaNGaa0_260_270.wav,,
332,620fSaNGaa0_30_40.wav,,
333,620fSaNGaa0_310_320.wav,,
334,620fSaNGaa0_450_460.wav,,
335,620fSaNGaa0_580_590.wav,,
336,620fSaNGaa0_600_610.wav,,
337,620fSaNGaa0_650_660.wav,,
338,620fSaNGaa0_730_740.wav,,
339,6dyrUihv1J8_1120_1130.wav,,
340,6dyrUihv1J8_1190_1200.wav,,
341,6dyrUihv1J8_1260_1270.wav,,
342,6dyrUihv1J8_280_290.wav,,
343,6dyrUihv1J8_320_330.wav,,
344,6dyrUihv1J8_340_350.wav,,
345,6dyrUihv1J8_350_360.wav,,
346,6dyrUihv1J8_690_700.wav,,
347,6dyrUihv1J8_730_740.wav,,
348,6dyrUihv1J8_820_830.wav,,
349,6dyrUihv1J8_990_1000.wav,,
350,6FfrqH-TLMM_1110_1120.wav,,
351,6FfrqH-TLMM_1220_1230.wav,,
352,6FfrqH-TLMM_1280_1290.wav,,
353,6FfrqH-TLMM_1380_1390.wav,,
354,6FfrqH-TLMM_1760_1770.wav,,
355,6FfrqH-TLMM_190_200.wav,,
356,6FfrqH-TLMM_1920_1930.wav,,
357,6FfrqH-TLMM_2140_2150.wav,,
358,6FfrqH-TLMM_220_230.wav,,
359,6FfrqH-TLMM_260_270.wav,,
360,6FfrqH-TLMM_390_400.wav,,
361,6FfrqH-TLMM_560_570.wav,,
362,6FfrqH-TLMM_660_670.wav,,
363,6GsQXloRcLM_1210_1220.wav,,
364,6GsQXloRcLM_1480_1490.wav,,
365,6GsQXloRcLM_1600_1610.wav,,
366,6GsQXloRcLM_1940_1950.wav,,
367,6GsQXloRcLM_1950_1960.wav,,
368,6GsQXloRcLM_1990_2000.wav,,
369,6GsQXloRcLM_2070_2080.wav,,
370,6GsQXloRcLM_2180_2190.wav,,
371,6GsQXloRcLM_2210_2220.wav,,
372,6GsQXloRcLM_2320_2330.wav,,
373,6GsQXloRcLM_270_280.wav,,
374,6GsQXloRcLM_310_320.wav,,
375,6GsQXloRcLM_630_640.wav,,
376,6HypFwmmJn0_1160_1170.wav,,
377,6HypFwmmJn0_1240_1250.wav,,
378,6HypFwmmJn0_1340_1350.wav,,
379,6HypFwmmJn0_1420_1430.wav,,
380,6HypFwmmJn0_1430_1440.wav,,
381,6HypFwmmJn0_1620_1630.wav,,
382,6HypFwmmJn0_1770_1780.wav,,
383,6HypFwmmJn0_1780_1790.wav,,
384,6HypFwmmJn0_1870_1880.wav,,
385,6HypFwmmJn0_190_200.wav,,
386,6HypFwmmJn0_400_410.wav,,
387,6HypFwmmJn0_460_470.wav,,
388,6HypFwmmJn0_670_680.wav,,
389,7BBHbiGQmfQ_110_120.wav,,
390,7BBHbiGQmfQ_160_170.wav,,
391,7BBHbiGQmfQ_240_250.wav,,
392,7BBHbiGQmfQ_350_360.wav,,
393,7BBHbiGQmfQ_360_370.wav,,
394,7BBHbiGQmfQ_480_490.wav,,
395,7BBHbiGQmfQ_570_580.wav,,
396,7BBHbiGQmfQ_60_70.wav,,
397,7BBHbiGQmfQ_70_80.wav,,
398,7BBHbiGQmfQ_790_800.wav,,
399,7BBHbiGQmfQ_80_90.wav,,
400,7BBHbiGQmfQ_890_900.wav,,
401,7BBHbiGQmfQ_900_910.wav,,
402,7C9YAk2x7Ho_1000_1010.wav,,
403,7C9YAk2x7Ho_1010_1020.wav,,
404,7C9YAk2x7Ho_240_250.wav,,
405,7C9YAk2x7Ho_270_280.wav,,
406,7C9YAk2x7Ho_280_290.wav,,
407,7C9YAk2x7Ho_300_310.wav,,
408,7C9YAk2x7Ho_480_490.wav,,
409,7C9YAk2x7Ho_750_760.wav,,
410,7C9YAk2x7Ho_810_820.wav,,
411,7C9YAk2x7Ho_860_870.wav,,
412,7C9YAk2x7Ho_900_910.wav,,
413,7C9YAk2x7Ho_950_960.wav,,
414,7C9YAk2x7Ho_980_990.wav,,
415,7DdrbFFIQKc_1370_1380.wav,,
416,7DdrbFFIQKc_970_980.wav,,
417,7jlvLKGitvc_0_10.wav,,
418,7jlvLKGitvc_1010_1020.wav,,
419,7jlvLKGitvc_1060_1070.wav,,
420,7jlvLKGitvc_1100_1110.wav,,
421,7jlvLKGitvc_1280_1290.wav,,
422,7jlvLKGitvc_1290_1300.wav,,
423,7jlvLKGitvc_1310_1320.wav,,
424,7jlvLKGitvc_1470_1480.wav,,
425,7jlvLKGitvc_500_510.wav,,
426,7jlvLKGitvc_580_590.wav,,
427,7jlvLKGitvc_630_640.wav,,
428,7jlvLKGitvc_70_80.wav,,
429,7mP84Pb2Y5A_1130_1140.wav,,
430,7mP84Pb2Y5A_1320_1330.wav,,
431,7mP84Pb2Y5A_1440_1450.wav,,
432,7mP84Pb2Y5A_200_210.wav,,
433,7mP84Pb2Y5A_2200_2210.wav,,
434,7mP84Pb2Y5A_560_570.wav,,
435,7mP84Pb2Y5A_740_750.wav,,
436,7mP84Pb2Y5A_80_90.wav,,
437,7mP84Pb2Y5A_930_940.wav,,
438,7OoNuGdDLVw_3090_3100.wav,,
439,7Pk8oYEvJFA_1110_1120.wav,,
440,7Pk8oYEvJFA_120_130.wav,,
441,7Pk8oYEvJFA_1570_1580.wav,,
442,7Pk8oYEvJFA_1580_1590.wav,,
443,7Pk8oYEvJFA_1600_1610.wav,,
444,7Pk8oYEvJFA_1690_1700.wav,,
445,7Pk8oYEvJFA_180_190.wav,,
446,7Pk8oYEvJFA_1870_1880.wav,,
447,7Pk8oYEvJFA_1910_1920.wav,,
448,7Pk8oYEvJFA_540_550.wav,,
449,7Pk8oYEvJFA_590_600.wav,,
450,7Pk8oYEvJFA_700_710.wav,,
451,7Pk8oYEvJFA_70_80.wav,,
452,7qMsI5oiaus_290_300.wav,,
453,7qMsI5oiaus_350_360.wav,,
454,7qMsI5oiaus_370_380.wav,,
455,7qMsI5oiaus_590_600.wav,,
456,7qMsI5oiaus_630_640.wav,,
457,7qMsI5oiaus_640_650.wav,,
458,7qMsI5oiaus_700_710.wav,,
459,7qMsI5oiaus_740_750.wav,,
460,7qMsI5oiaus_770_780.wav,,
461,7qMsI5oiaus_790_800.wav,,
462,7qMsI5oiaus_820_830.wav,,
463,7vwc2a7PdqU_1100_1110.wav,,
464,7vwc2a7PdqU_230_240.wav,,
465,7vwc2a7PdqU_280_290.wav,,
466,7vwc2a7PdqU_300_310.wav,,
467,7vwc2a7PdqU_50_60.wav,,
468,7vwc2a7PdqU_530_540.wav,,
469,7vwc2a7PdqU_640_650.wav,,
470,7vwc2a7PdqU_760_770.wav,,
471,7vwc2a7PdqU_780_790.wav,,
472,7xIZoFhufbI_110_120.wav,,
473,7xIZoFhufbI_1190_1200.wav,,
474,7xIZoFhufbI_1320_1330.wav,,
475,7xIZoFhufbI_1390_1400.wav,,
476,7xIZoFhufbI_150_160.wav,,
477,7xIZoFhufbI_310_320.wav,,
478,7xIZoFhufbI_560_570.wav,,
479,7xIZoFhufbI_680_690.wav,,
480,7xIZoFhufbI_830_840.wav,,
481,7xIZoFhufbI_990_1000.wav,,
482,8bP83Wi0j_8_1020_1030.wav,,
483,8bP83Wi0j_8_1170_1180.wav,,
484,8bP83Wi0j_8_1240_1250.wav,,
485,8bP83Wi0j_8_1310_1320.wav,,
486,8bP83Wi0j_8_1670_1680.wav,,
487,8bP83Wi0j_8_340_350.wav,,
488,8bP83Wi0j_8_360_370.wav,,
489,8bP83Wi0j_8_410_420.wav,,
490,8bP83Wi0j_8_440_450.wav,,
491,8bP83Wi0j_8_50_60.wav,,
492,8bP83Wi0j_8_560_570.wav,,
493,8bP83Wi0j_8_700_710.wav,,
494,8bP83Wi0j_8_740_750.wav,,
495,8bSdOQ9BzCI_240_250.wav,,
496,8bSdOQ9BzCI_310_320.wav,,
497,8bSdOQ9BzCI_590_600.wav,,
498,8bSdOQ9BzCI_660_670.wav,,
499,8bSdOQ9BzCI_810_820.wav,,
500,8bSdOQ9BzCI_830_840.wav,,
501,8COzB207oKc_1290_1300.wav,,
502,8COzB207oKc_1390_1400.wav,,
503,8COzB207oKc_1650_1660.wav,,
504,8COzB207oKc_1670_1680.wav,,
505,8COzB207oKc_1800_1810.wav,,
506,8COzB207oKc_230_240.wav,,
507,8COzB207oKc_330_340.wav,,
508,8COzB207oKc_350_360.wav,,
509,8COzB207oKc_370_380.wav,,
510,8COzB207oKc_390_400.wav,,
511,8COzB207oKc_460_470.wav,,
512,8COzB207oKc_470_480.wav,,
513,8cwoul81E60_1160_1170.wav,,
514,8cwoul81E60_1210_1220.wav,,
515,8cwoul81E60_260_270.wav,,
516,8cwoul81E60_480_490.wav,,
517,8fKfpfPyRjw_600_610.wav,,
518,8Hhj0Q9NB_Q_100_110.wav,,
519,8Hhj0Q9NB_Q_290_300.wav,,
520,8Hhj0Q9NB_Q_800_810.wav,,
521,8Hhj0Q9NB_Q_920_930.wav,,
522,8JIXWa8JHNE_1240_1250.wav,,
523,8JIXWa8JHNE_1450_1460.wav,,
524,8JIXWa8JHNE_1460_1470.wav,,
525,8JIXWa8JHNE_1650_1660.wav,,
526,8JIXWa8JHNE_1690_1700.wav,,
527,8JIXWa8JHNE_60_70.wav,,
528,8JIXWa8JHNE_640_650.wav,,
529,8JIXWa8JHNE_700_710.wav,,
530,8JIXWa8JHNE_720_730.wav,,
531,8JIXWa8JHNE_900_910.wav,,
532,8lN0DWVHbDA_1060_1070.wav,,
533,8lN0DWVHbDA_1300_1310.wav,,
534,8lN0DWVHbDA_130_140.wav,,
535,8lN0DWVHbDA_1340_1350.wav,,
536,8lN0DWVHbDA_1500_1510.wav,,
537,8lN0DWVHbDA_150_160.wav,,
538,8lN0DWVHbDA_1580_1590.wav,,
539,8lN0DWVHbDA_1750_1760.wav,,
540,8lN0DWVHbDA_190_200.wav,,
541,8lN0DWVHbDA_240_250.wav,,
542,8lN0DWVHbDA_560_570.wav,,
543,8lN0DWVHbDA_770_780.wav,,
544,8lN0DWVHbDA_850_860.wav,,
545,8M-EmeE_HDg_1030_1040.wav,,
546,8M-EmeE_HDg_1150_1160.wav,,
547,8M-EmeE_HDg_1190_1200.wav,,
548,8M-EmeE_HDg_120_130.wav,,
549,8M-EmeE_HDg_1220_1230.wav,,
550,8M-EmeE_HDg_1290_1300.wav,,
551,8M-EmeE_HDg_210_220.wav,,
552,8M-EmeE_HDg_320_330.wav,,
553,8M-EmeE_HDg_440_450.wav,,
554,8M-EmeE_HDg_490_500.wav,,
555,8M-EmeE_HDg_940_950.wav,,
556,8MUI3To04yM_1080_1090.wav,,
557,8MUI3To04yM_360_370.wav,,
558,8MUI3To04yM_590_600.wav,,
559,8MUI3To04yM_670_680.wav,,
560,8MUI3To04yM_900_910.wav,,
561,8nTK5utdzU_1030_1040.wav,,
562,8nTK5utdzU_1100_1110.wav,,
563,8nTK5utdzU_1200_1210.wav,,
564,8nTK5utdzU_140_150.wav,,
565,8nTK5utdzU_190_200.wav,,
566,8nTK5utdzU_220_230.wav,,
567,8nTK5utdzU_260_270.wav,,
568,8nTK5utdzU_380_390.wav,,
569,8nTK5utdzU_530_540.wav,,
570,8nTK5utdzU_680_690.wav,,
571,8nTK5utdzU_770_780.wav,,
572,8nTK5utdzU_870_880.wav,,
573,8nTK5utdzU_920_930.wav,,
574,8ulwtYnJX34_100_110.wav,,
575,8ulwtYnJX34_1100_1110.wav,,
576,8ulwtYnJX34_240_250.wav,,
577,8ulwtYnJX34_280_290.wav,,
578,8ulwtYnJX34_430_440.wav,,
579,8ulwtYnJX34_600_610.wav,,
580,8ulwtYnJX34_660_670.wav,,
581,8ulwtYnJX34_710_720.wav,,
582,8ulwtYnJX34_720_730.wav,,
583,8ulwtYnJX34_830_840.wav,,
584,8ulwtYnJX34_850_860.wav,,
585,8ulwtYnJX34_900_910.wav,,
586,8ulwtYnJX34_940_950.wav,,
587,8Wq94NaDaQs_1080_1090.wav,,
588,8Wq94NaDaQs_1310_1320.wav,,
589,8Wq94NaDaQs_30_40.wav,,
590,8Wq94NaDaQs_480_490.wav,,
591,8Wq94NaDaQs_500_510.wav,,
592,8Wq94NaDaQs_540_550.wav,,
593,8Wq94NaDaQs_80_90.wav,,
594,8Wq94NaDaQs_820_830.wav,,
595,8Wq94NaDaQs_90_100.wav,,
596,8ZfxzMqsdls_1170_1180.wav,,
